split,domain,sample_id,total_pixels,present_class_count,dominant_class_id,dominant_class_name,dominant_ratio,count_0,count_1,count_2,count_3,count_4,count_5,count_6,count_7,ratio_0,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,ratio_7,z_ratio_0,z_ratio_1,z_ratio_2,z_ratio_3,z_ratio_4,z_ratio_5,z_ratio_6,z_ratio_7,z_present_class_count,z_dominant_ratio,mask_outlier_score
Train,Urban,2241,1048576,7,7,agriculture,0.64326572,0,84585,21595,107069,4899,152554,3361,674513,0.0,0.08066654,0.0205946,0.10210896,0.00467205,0.14548683,0.0032053,0.64326572,-0.4111091468493478,-1.9307077751638189,-1.2153021737651406,0.16961048378948182,-0.2611115119981638,0.4988583696830317,-0.5996039712428123,8.789288053746178,1.8534734431248499,0.7463264920478851,9.344671512649795
Train,Urban,2212,1048576,2,4,water,0.97340584,27886,0,0,0,1020690,0,0,0,0.02659416,0.0,0.0,0.0,0.97340584,0.0,0.0,0.0,-0.1841631925956248,-2.34002104773703,-1.3534320930993857,-1.0870106104059734,7.938840968594297,-0.48891156653385515,-0.6262423781057634,-0.24806796635371764,-2.2292538820510766,3.1247556366869897,9.326017554098911
Train,Rural,792,1048576,3,4,water,0.9829855,0,15027,0,2814,1030735,0,0,0,0.0,0.01433086,0.0,0.00268364,0.9829855,0.0,0.0,0.0,-0.3127067098526412,-1.0229855681769595,-0.5059053596248139,-0.5451317423716276,8.536716606375231,-0.36245012309216995,-0.7705523924148251,-1.121526003324711,-1.5389548470541,2.0205187723246687,9.11080369747878
Train,Urban,1964,1048576,2,4,water,0.94554615,57099,0,0,0,991477,0,0,0,0.05445385,0.0,0.0,0.0,0.94554615,0.0,0.0,0.0,0.05358238508996123,-2.34002104773703,-1.3534320930993857,-1.0870106104059734,7.703019593844855,-0.48891156653385515,-0.6262423781057634,-0.24806796635371764,-2.2292538820510766,2.9240460147948957,9.057638801365579
Train,Urban,2342,1048576,3,4,water,0.95605469,0,31787,0,14293,1002496,0,0,0,0.0,0.03031445,0.0,0.01363087,0.95605469,0.0,0.0,0.0,-0.4111091468493478,-2.186201301213168,-1.3534320930993857,-0.9192600156076715,7.791970273102575,-0.48891156653385515,-0.6262423781057634,-0.24806796635371764,-1.4127084170158914,2.999752711101924,8.945787732509523
Train,Urban,1688,1048576,5,7,agriculture,0.61215973,0,238945,57446,31549,78740,0,0,641896,0.0,0.22787571,0.05478477,0.03008747,0.07509232,0.0,0.0,0.61215973,-0.4111091468493478,-1.1837479188778528,-0.9859854876375084,-0.7167340991872424,0.3349685191014956,-0.48891156653385515,-0.6262423781057634,8.352274394775407,0.2203825130544792,0.5222295443977399,8.595425683256096
Train,Rural,679,1048576,5,2,building,0.44962025,65,279233,471461,0,0,41933,255884,0,6.199e-05,0.26629734,0.44962025,0.0,0.0,0.03999043,0.24403,0.0,-0.3120333827542384,0.09182854672109914,8.325665037834368,-0.6354135643191303,-0.7929994581549885,0.09423829120896798,0.07712551417139538,-1.121526003324711,-0.13043737899654523,-0.9800370055423799,8.52673620989825
Train,Rural,1029,1048576,6,2,building,0.44691277,301,382499,468622,0,5419,62311,129424,0,0.00028706,0.36477947,0.44691277,0.0,0.00516796,0.0594244,0.12342834,0.0,-0.3095887024826219,0.5275582064330797,8.272483936183113,-0.6354135643191303,-0.7439492947163115,0.31617311268690373,-0.34180397269342916,-1.121526003324711,0.5738213550322321,-0.9952684904534412,8.518204654489477
Val,Rural,3073,1048576,6,5,barren,0.58606911,0,106151,6954,168541,4064,614538,0,148328,0.0,0.10123348,0.00663185,0.16073322,0.00387573,0.58606911,0.0,0.1414566,-0.23468020445014937,-1.0940489045205901,-0.4182482099886819,3.39782118521711,-0.6252757703559494,7.415585656380858,-0.543845656639872,-0.5456826454354893,0.7517254842146641,-0.2977735661545842,8.342740349544739
Train,Rural,198,1048576,3,4,water,0.90354443,0,91344,0,0,947435,0,0,9797,0.0,0.08711243,0.0,0.0,0.90354443,0.0,0.0,0.00934315,-0.3127067098526412,-0.700966855448024,-0.5059053596248139,-0.6354135643191303,7.782725192501405,-0.36245012309216995,-0.7705523924148251,-1.0910568445810378,-1.5389548470541,1.5736067142398185,8.28129146347973
Train,Rural,614,1048576,3,5,barren,0.72201729,0,39084,0,0,0,757090,252402,0,0.0,0.03727341,0.0,0.0,0.0,0.72201729,0.2407093,0.0,-0.3127067098526412,-0.921477309730223,-0.5059053596248139,-0.6354135643191303,-0.7929994581549885,7.882945869601704,0.06559052247201058,-1.121526003324711,-1.5389548470541,0.5523884988298711,8.265102421672674
Val,Rural,2974,1048576,3,2,building,0.60274887,0,393015,632028,23533,0,0,0,0,0.0,0.37480831,0.60274887,0.02244282,0.0,0.0,0.0,0.0,-0.23468020445014937,-0.15860312174099864,8.018611631753885,-0.07950207495683627,-0.6472067614353061,-0.48206312217725605,-0.543845656639872,-1.0328783898972709,-1.2857381232742622,-0.20358675849898422,8.251855562942104
Train,Urban,2450,1048576,2,4,water,0.87147141,0,134772,0,0,913804,0,0,0,0.0,0.12852859,0.0,0.0,0.87147141,0.0,0.0,0.0,-0.4111091468493478,-1.6878490593001827,-1.3534320930993857,-1.0870106104059734,7.076005904137344,-0.48891156653385515,-0.6262423781057634,-0.24806796635371764,-2.2292538820510766,2.390389213259947,8.214460447541466
Train,Rural,736,1048576,5,5,barren,0.7115736,0,269829,24775,0,6066,746139,1767,0,0.0,0.25732899,0.02362728,0.0,0.00578499,0.7115736,0.00168514,0.0,-0.3127067098526412,0.052148494170672514,-0.04181152350315483,-0.6354135643191303,-0.7380929370149037,7.763679529491016,-0.7646987844670126,-1.121526003324711,-0.13043737899654523,0.4936353753900663,7.964218679452082
Val,Rural,3494,1048576,7,5,barren,0.44095707,0,81149,10609,244697,139001,462377,18760,91983,0.0,0.07738972,0.01011753,0.23336124,0.13256168,0.44095707,0.01789093,0.08772182,-0.23468020445014937,-1.1755788637555413,-0.36891528939338464,5.224058605069672,0.10289941767018954,5.46010991827196,-0.3470178065798645,-0.7307525265551403,1.4308800200443061,-1.1171882220004532,7.914371967583888
Train,Urban,1627,1048576,6,7,agriculture,0.54160881,0,389832,0,17138,4109,61585,7994,567918,0.0,0.37177277,0.0,0.01634407,0.00391865,0.05873203,0.00762367,0.54160881,-0.4111091468493478,-0.45359417059183915,-1.3534320930993857,-0.8858695633616481,-0.2674887482034564,-0.09015565490262174,-0.562884058058069,7.361091806053618,1.0369279780896645,0.01395940652688121,7.658257342594838
Train,Rural,347,1048576,6,2,building,0.39413548,0,123505,413281,71198,55233,0,5564,379795,0.0,0.11778355,0.39413548,0.0678997,0.05267429,0.0,0.00530624,0.36220074,-0.3127067098526412,-0.5652638941028,7.235817211269992,1.6488379096821684,-0.29305701790462513,-0.36245012309216995,-0.7521203044951265,0.05965505917945827,0.5738213550322321,-1.2921779768694852,7.634036742187517
Val,Urban,3568,1048576,7,5,barren,0.7481308,0,179361,5408,21008,7866,784472,35131,15330,0.0,0.17105198,0.00515747,0.02003479,0.0075016,0.7481308,0.03350353,0.01461983,-0.36052172754311546,-0.43949944885269265,-0.8309213347271132,-0.7869122156066372,-0.5398214795447083,7.145149109862159,-0.612743546384942,-0.9195653243211179,0.8585630586647574,1.5472979692797162,7.5716363082137725
Train,Urban,2366,1048576,7,7,agriculture,0.51159668,0,394343,13110,32753,12058,47277,12587,536448,0.0,0.37607479,0.01250267,0.03123569,0.0114994,0.04508686,0.0120039,0.51159668,-0.4111091468493478,-0.43176512121305816,-1.2695755094045003,-0.7026033365903352,-0.20332066569314025,-0.18279832709892002,-0.5264811164010307,6.939445983342093,1.8534734431248499,-0.20225704327842478,7.37868717538895
Val,Rural,3247,1048576,2,6,forest,0.6773634,0,338309,0,0,0,0,710267,0,0.0,0.3226366,0.0,0.0,0.0,0.0,0.6773634,0.0,-0.23468020445014937,-0.3369960173882328,-0.5121089572316653,-0.6438285937166132,-0.6472067614353061,-0.48206312217725605,6.908197458577555,-1.0328783898972709,-1.9648926591039042,0.21774450678438753,7.361719848589766
Train,Rural,92,1048576,8,2,building,0.33065987,85090,236185,346722,118193,27279,16220,32808,186079,0.08114815,0.22524357,0.33065987,0.11271763,0.02601528,0.0154686,0.03128815,0.17745876,0.5687136544037363,-0.08981197254868016,5.989011004839868,3.1565827548609695,-0.5460831244560155,-0.18579959931789242,-0.6618679130764009,-0.542811209181904,1.9823388230897867,-1.6492730600964771,7.3402301847341285
Val,Rural,2870,1048576,7,0,no-data,0.53584194,561871,72225,2888,8061,11715,102793,0,289023,0.53584194,0.06887913,0.00275421,0.00768757,0.01117229,0.09803104,0.0,0.27563381,6.934286331579944,-1.204679477742823,-0.4731285507592485,-0.450524026116726,-0.5839878601377476,0.8389666166478832,-0.543845656639872,-0.08355810889385883,1.4308800200443061,-0.5813949611791595,7.3277211115854755
Train,Rural,793,1048576,5,5,barren,0.4458971,76,400622,1193,179128,0,467557,0,0,7.248e-05,0.38206291,0.00113773,0.17082977,0.0,0.4458971,0.0,0.0,-0.31191944177565734,0.6040279926760501,-0.48355773940908464,5.111565493405762,-0.7929994581549885,4.729669154957001,-0.7705523924148251,-1.121526003324711,-0.13043737899654523,-1.0009823506775677,7.259011160798403
Val,Urban,3546,1048576,6,6,forest,0.86694813,0,49841,9196,1142,11067,0,909061,68269,0.0,0.04753208,0.00876999,0.0010891,0.01055431,0.0,0.86694813,0.06510639,-0.36052172754311546,-1.1313234348409378,-0.8047777442807509,-1.060141216318693,-0.5242794622399438,-0.5377512158392087,6.578633262368321,-0.7195322886756675,0.125590560914391,2.263287198897069,7.258089612288432
Train,Rural,862,1048576,3,5,barren,0.44500732,0,411188,0,170764,0,466624,0,0,0.0,0.39213943,0.0,0.16285324,0.0,0.44500732,0.0,0.0,-0.3127067098526412,0.6486110924798519,-0.5059053596248139,4.843222622819948,-0.7929994581549885,4.719507918449246,-0.7705523924148251,-1.121526003324711,-1.5389548470541,-1.0059879908463463,7.236421491337699
Val,Rural,2551,1048576,4,6,forest,0.68888664,0,295219,0,17073,13934,0,722350,0,0.0,0.28154278,0.0,0.01628208,0.0132885,0.0,0.68888664,0.0,-0.23468020445014937,-0.4775098234913149,-0.5121089572316653,-0.23441437907833734,-0.5720131914606092,-0.48206312217725605,7.034970888182695,-1.0328783898972709,-0.6065835874446202,0.2828136198561174,7.222566054947743
Train,Rural,65,1048576,3,4,water,0.79686356,0,189634,0,23370,835572,0,0,0,0.0,0.18084908,0.0,0.02228737,0.79686356,0.0,0.0,0.0,-0.3127067098526412,-0.28623335397886374,-0.5059053596248139,0.11436821342233736,6.770195275613456,-0.36245012309216995,-0.7705523924148251,-1.121526003324711,-1.5389548470541,0.9734515656500232,7.182145295080793
Val,Rural,2617,1048576,6,0,no-data,0.53566551,561686,92433,0,0,27281,26983,7,340186,0.53566551,0.08815098,0.0,0.0,0.02601719,0.02573299,6.68e-06,0.32442665,6.931925895280479,-1.1387824403258175,-0.5121089572316653,-0.6438285937166132,-0.49998733134086476,-0.1352949448847381,-0.5437721663272722,0.0844910596016698,0.7517254842146641,-0.5823912212257475,7.17639063917473
Train,Urban,1446,1048576,2,4,water,0.69165993,323318,0,0,0,725258,0,0,0,0.30834007,0.0,0.0,0.0,0.69165993,0.0,0.0,0.0,2.22016521642476,-2.34002104773703,-1.3534320930993857,-1.0870106104059734,5.5539720836127175,-0.48891156653385515,-0.6262423781057634,-0.24806796635371764,-2.2292538820510766,1.094972998554835,7.150251672881986
Train,Rural,102,1048576,3,5,barren,0.62412262,0,142401,0,0,0,654440,251735,0,0.0,0.13580418,0.0,0.0,0.0,0.62412262,0.2400732,0.0,-0.3127067098526412,-0.4855324445728649,-0.5059053596248139,-0.6354135643191303,-0.7929994581549885,6.764994359432066,0.06338092563400093,-1.121526003324711,-1.5389548470541,0.0016619232029657217,7.142649172166246
Train,Rural,1087,1048576,3,2,building,0.36214733,0,310827,379739,0,0,0,358010,0,0.0,0.29642773,0.36214733,0.0,0.0,0.0,0.34142494,0.0,-0.3127067098526412,0.22513907302357924,6.607496759489886,-0.6354135643191303,-0.7929994581549885,-0.36245012309216995,0.41544268358208486,-1.121526003324711,-1.5389548470541,-1.4721338857063992,7.137046205786692
Val,Rural,2701,1048576,6,5,barren,0.41936207,0,169421,0,213372,101037,439733,4407,120606,0.0,0.16157246,0.0,0.2034874,0.09635639,0.41936207,0.00420284,0.11501884,-0.23468020445014937,-0.887729323226426,-0.5121089572316653,4.472878489149009,-0.10196983070767053,5.169103751144395,-0.49760792828554934,-0.636737881918636,0.7517254842146641,-1.2391302710061152,7.1130619961883905
Train,Urban,2462,1048576,7,7,agriculture,0.41471386,410260,52305,23518,52634,19892,0,55108,434859,0.39125443,0.04988194,0.02242851,0.05019569,0.01897049,0.0,0.05255508,0.41471386,2.9277295294745693,-2.0869131283481415,-1.2030019668970164,-0.4692689069188761,-0.14008081217442536,-0.48891156653385515,-0.18947090468519467,5.578321786375318,1.8534734431248499,-0.9002301424062269,7.088881582164829
Val,Rural,3479,1048576,8,0,no-data,0.50640297,531002,104014,62497,11115,38557,28070,4797,268524,0.50640297,0.09919548,0.05960178,0.01060009,0.03677082,0.02676964,0.00457478,0.25608444,6.540425801019023,-1.101017522595962,0.33143660061597907,-0.3772884758419288,-0.4391374363273568,-0.12132543605617643,-0.4935160140836985,-0.15088879456641702,2.1100345558739484,-0.7476301231340657,7.051715374278125
Train,Urban,2300,1048576,5,3,road,0.6424675,0,297864,57189,673676,0,0,8665,11182,0.0,0.28406525,0.05453968,0.6424675,0.0,0.0,0.00826359,0.01066399,-0.4111091468493478,-0.8986343575204013,-0.9876293293207472,6.819623761690447,-0.30065858714143096,-0.48891156653385515,-0.5575658509262125,-0.09824764913739671,0.2203825130544792,0.7405758740623037,7.05026367196169
Train,Rural,505,1048576,3,4,water,0.77937508,0,230349,0,0,817234,0,993,0,0.0,0.21967793,0.0,0.0,0.77937508,0.0,0.000947,0.0,-0.3127067098526412,-0.11443689103165157,-0.5059053596248139,-0.6354135643191303,6.604208541526111,-0.36245012309216995,-0.7672628338460542,-1.121526003324711,-1.5389548470541,0.875066528923104,7.035492076207427
Train,Urban,1782,1048576,2,4,water,0.66384411,352485,0,0,0,696091,0,0,0,0.33615589,0.0,0.0,0.0,0.66384411,0.0,0.0,0.0,2.4575364217288493,-2.34002104773703,-1.3534320930993857,-1.0870106104059734,5.318522051247569,-0.48891156653385515,-0.6262423781057634,-0.24806796635371764,-2.2292538820510766,0.8945794293938514,7.019816810532935
Train,Urban,1691,1048576,5,5,barren,0.9226017,0,14845,8634,10821,0,967418,46858,0,0.0,0.0141573,0.00823402,0.01031971,0.0,0.9226017,0.04468727,0.0,-0.4111091468493478,-2.268184933360478,-1.2982057464649979,-0.9600093631894726,-0.30065858714143096,5.775010895469003,-0.25485820818265076,-0.24806796635371764,0.2203825130544792,2.758747266530932,7.010529334064688
Val,Rural,2569,1048576,5,2,building,0.50964451,0,417044,534401,73497,0,18148,5486,0,0.0,0.39772415,0.50964451,0.0700922,0.0,0.01730728,0.00523186,0.0,-0.23468020445014937,-0.08024603791551699,6.700903179183377,1.1186454277394262,-0.6472067614353061,-0.2488366708596575,-0.48628711968204197,-1.0328783898972709,0.07257094838502198,-0.7293258846745236,6.9667982054353645
Val,Urban,3623,1048576,1,4,water,1.0,0,0,0,0,1048576,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.36052172754311546,-1.397546392015548,-0.8682456356083261,-1.075847886525769,4.51320593142816,-0.5377512158392087,-0.9018287581115153,-0.9774906211827069,-3.5392719278374405,3.065053287231558,6.952869594518535
Val,Urban,4081,1048576,1,4,water,1.0,0,0,0,0,1048576,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.36052172754311546,-1.397546392015548,-0.8682456356083261,-1.075847886525769,4.51320593142816,-0.5377512158392087,-0.9018287581115153,-0.9774906211827069,-3.5392719278374405,3.065053287231558,6.952869594518535
Val,Urban,3519,1048576,1,4,water,1.0,0,0,0,0,1048576,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.36052172754311546,-1.397546392015548,-0.8682456356083261,-1.075847886525769,4.51320593142816,-0.5377512158392087,-0.9018287581115153,-0.9774906211827069,-3.5392719278374405,3.065053287231558,6.952869594518535
Val,Urban,3600,1048576,1,4,water,1.0,0,0,0,0,1048576,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.36052172754311546,-1.397546392015548,-0.8682456356083261,-1.075847886525769,4.51320593142816,-0.5377512158392087,-0.9018287581115153,-0.9774906211827069,-3.5392719278374405,3.065053287231558,6.952869594518535
Val,Urban,3735,1048576,1,4,water,1.0,0,0,0,0,1048576,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.36052172754311546,-1.397546392015548,-0.8682456356083261,-1.075847886525769,4.51320593142816,-0.5377512158392087,-0.9018287581115153,-0.9774906211827069,-3.5392719278374405,3.065053287231558,6.952869594518535
Val,Urban,3717,1048576,1,4,water,1.0,0,0,0,0,1048576,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.36052172754311546,-1.397546392015548,-0.8682456356083261,-1.075847886525769,4.51320593142816,-0.5377512158392087,-0.9018287581115153,-0.9774906211827069,-3.5392719278374405,3.065053287231558,6.952869594518535
Val,Urban,3877,1048576,1,4,water,1.0,0,0,0,0,1048576,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.36052172754311546,-1.397546392015548,-0.8682456356083261,-1.075847886525769,4.51320593142816,-0.5377512158392087,-0.9018287581115153,-0.9774906211827069,-3.5392719278374405,3.065053287231558,6.952869594518535
Val,Urban,3851,1048576,1,4,water,1.0,0,0,0,0,1048576,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.36052172754311546,-1.397546392015548,-0.8682456356083261,-1.075847886525769,4.51320593142816,-0.5377512158392087,-0.9018287581115153,-0.9774906211827069,-3.5392719278374405,3.065053287231558,6.952869594518535
Val,Urban,3751,1048576,1,4,water,1.0,0,0,0,0,1048576,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.36052172754311546,-1.397546392015548,-0.8682456356083261,-1.075847886525769,4.51320593142816,-0.5377512158392087,-0.9018287581115153,-0.9774906211827069,-3.5392719278374405,3.065053287231558,6.952869594518535
Val,Urban,3900,1048576,1,4,water,1.0,0,0,0,0,1048576,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.36052172754311546,-1.397546392015548,-0.8682456356083261,-1.075847886525769,4.51320593142816,-0.5377512158392087,-0.9018287581115153,-0.9774906211827069,-3.5392719278374405,3.065053287231558,6.952869594518535
Val,Urban,3857,1048576,1,4,water,1.0,0,0,0,0,1048576,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.36052172754311546,-1.397546392015548,-0.8682456356083261,-1.075847886525769,4.51320593142816,-0.5377512158392087,-0.9018287581115153,-0.9774906211827069,-3.5392719278374405,3.065053287231558,6.952869594518535
Val,Urban,4154,1048576,1,4,water,1.0,0,0,0,0,1048576,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.36052172754311546,-1.397546392015548,-0.8682456356083261,-1.075847886525769,4.51320593142816,-0.5377512158392087,-0.9018287581115153,-0.9774906211827069,-3.5392719278374405,3.065053287231558,6.952869594518535
Val,Rural,3496,1048576,7,0,no-data,0.50491142,529438,30670,1888,11300,17351,9390,0,448539,0.50491142,0.02924919,0.00180054,0.01077652,0.0165472,0.008955,0.0,0.42776012,6.520470528318987,-1.3401877781402252,-0.4866258673184613,-0.37285212926405725,-0.5535736921584649,-0.3613888815369536,-0.543845656639872,0.4403855660755225,1.4308800200443061,-0.7560525664401271,6.945088124190939
Train,Rural,60,1048576,5,4,water,0.78675175,0,199401,11544,1269,824969,0,11393,0,0.0,0.19016361,0.01100922,0.00121021,0.78675175,0.0,0.01086521,0.0,-0.3127067098526412,-0.24502164392266332,-0.28965909079880886,-0.5947002183639771,6.674222022499877,-0.36245012309216995,-0.7328103178034263,-1.121526003324711,-0.13043737899654523,0.9165655013250714,6.922711845397386
Val,Rural,3260,1048576,3,6,forest,0.6491785,0,292655,0,0,75208,0,680713,0,0.0,0.27909756,0.0,0.0,0.07172394,0.0,0.6491785,0.0,-0.23468020445014937,-0.48587086583197275,-0.5121089572316653,-0.6438285937166132,-0.241353647746706,-0.48206312217725605,6.598120046662339,-1.0328783898972709,-1.2857381232742622,0.05859079263668342,6.8932672875016126
Train,Rural,1297,1048576,3,5,barren,0.59860325,0,99394,0,0,0,627681,321501,0,0.0,0.09478951,0.0,0.0,0.0,0.59860325,0.30660725,0.0,-0.3127067098526412,-0.6669999676889792,-0.5059053596248139,-0.6354135643191303,-0.7929994581549885,6.47356461938516,0.2944977728278006,-1.121526003324711,-1.5389548470541,-0.14190253492591842,6.889943393157522
Train,Rural,31,1048576,6,2,building,0.36147118,0,268110,379030,40051,64544,0,11095,285746,0.0,0.25568962,0.36147118,0.03819561,0.06155396,0.0,0.01058102,0.27250862,-0.3127067098526412,0.044895176921725746,6.594215626524362,0.6495461401107677,-0.20877825708187947,-0.36245012309216995,-0.7337974980036998,-0.23284195117963566,0.5738213550322321,-1.4759377064262618,6.8760953044541
Train,Urban,1633,1048576,2,4,water,0.60811329,410923,0,0,0,637653,0,0,0,0.39188671,0.0,0.0,0.0,0.60811329,0.0,0.0,0.0,2.933125202357471,-2.34002104773703,-1.3534320930993857,-1.0870106104059734,4.846782466624995,-0.48891156653385515,-0.6262423781057634,-0.24806796635371764,-2.2292538820510766,0.49307776839416484,6.818287397975261
Train,Rural,817,1048576,4,5,barren,0.60278893,0,132909,2287,0,0,632070,281310,0,0.0,0.1267519,0.00218105,0.0,0.0,0.60278893,0.26827812,0.0,-0.3127067098526412,-0.5255838415523734,-0.4630645475942651,-0.6354135643191303,-0.7929994581549885,6.5213648446383505,0.16135530395237097,-1.121526003324711,-0.8346961130253225,-0.11835513226272944,6.792925162258589
Val,Rural,2649,1048576,7,7,agriculture,0.29801655,0,164937,83952,272044,31090,184059,1,312493,0.0,0.15729618,0.08006287,0.25944138,0.02964973,0.17553234,9.5e-07,0.29801655,-0.23468020445014937,-0.9023513851024572,0.6210229448194718,5.879845828554402,-0.47943244172383603,1.8833452348652229,-0.5438352051732598,-0.006468912084416903,1.4308800200443061,-1.9243407987420496,6.756531487727956
Train,Urban,1556,1048576,2,4,water,0.58025169,440138,0,0,0,608438,0,0,0,0.41974831,0.0,0.0,0.0,0.58025169,0.0,0.0,0.0,3.1708870793648867,-2.34002104773703,-1.3534320930993857,-1.0870106104059734,4.610944924472909,-0.48891156653385515,-0.6262423781057634,-0.24806796635371764,-2.2292538820510766,0.292354386285147,6.749237192305624
Train,Rural,1296,1048576,3,1,background,0.39432144,0,413476,358010,0,0,0,277090,0,0.0,0.39432144,0.34142494,0.0,0.0,0.0,0.26425362,0.0,-0.3127067098526412,0.6582652954787934,6.200461609074388,-0.6354135643191303,-0.7929994581549885,-0.36245012309216995,0.14737554845076775,-1.121526003324711,-1.5389548470541,-1.2911318206895461,6.742086843803738
Train,Urban,1788,1048576,5,7,agriculture,0.47641754,0,419520,5455,0,31863,92178,0,499560,0.0,0.40008545,0.00520229,0.0,0.03038692,0.08790779,0.0,0.47641754,-0.4111091468493478,-0.3099316841864707,-1.31853984474043,-1.0870106104059734,-0.043445199311153385,0.10793058145484924,-0.6262423781057634,6.4452079060185605,0.2203825130544792,-0.4556981938400089,6.737051137435019
