split,domain,sample_id,image_path,mask_path,image_read_ok,mask_read_ok,image_size,mask_size,size_match,mask_present,mask_min,mask_max,unexpected_mask_values,image_md5,average_hash
Train,Urban,1392,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1392.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1392.png,True,True,1024x1024,1024x1024,True,True,1,7,0,1b9c7b3aa7409533868887b9d6868de8,3effdb838e0f0301
Train,Urban,1393,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1393.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1393.png,True,True,1024x1024,1024x1024,True,True,1,3,0,488b1e288009b3e5d12db5f7b1de4cd2,f7e7930701000f0f
Train,Urban,1394,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1394.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1394.png,True,True,1024x1024,1024x1024,True,True,1,3,0,96ccf0851cea7e4ed0226c81175a9650,6f3fff7f77330000
Train,Urban,1395,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1395.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1395.png,True,True,1024x1024,1024x1024,True,True,1,6,0,5c91dadae6fab92c948f97f848810043,7c7cf878f8c08400
Train,Urban,1396,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1396.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1396.png,True,True,1024x1024,1024x1024,True,True,1,6,0,a8bb8ac16b7fd2215646d974c7b4a462,01a1210fdfdb073f
Train,Urban,1397,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1397.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1397.png,True,True,1024x1024,1024x1024,True,True,1,3,0,fbea7357375a0b5c1921077747729395,47417fdf9f8f0f06
Train,Urban,1398,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1398.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1398.png,True,True,1024x1024,1024x1024,True,True,1,6,0,7693c447c6b58e0fa0753f8b10a57849,f0f81cc0e0e0c1e3
Train,Urban,1399,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1399.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1399.png,True,True,1024x1024,1024x1024,True,True,1,6,0,46150875d60cf153bd8aa7edcdff3bca,3fff81849cdd0080
Train,Urban,1400,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1400.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1400.png,True,True,1024x1024,1024x1024,True,True,1,7,0,e6c9134ad271dda2d0093cac2c0d1614,7b7f7f0c0c0ce6c2
Train,Urban,1401,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1401.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1401.png,True,True,1024x1024,1024x1024,True,True,1,7,0,511aff175b8f20770bff4e7723f49e06,00772f2f8584d7f0
Train,Urban,1402,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1402.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1402.png,True,True,1024x1024,1024x1024,True,True,1,6,0,fea463ad282f5da31e40265d243ccd4e,38383878f1c1c17c
Train,Urban,1403,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1403.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1403.png,True,True,1024x1024,1024x1024,True,True,1,3,0,93c28f3b69678d9f077873b0e00476dd,77b07000f0c8e2f5
Train,Urban,1404,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1404.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1404.png,True,True,1024x1024,1024x1024,True,True,1,6,0,0ae935b8172deee5d98592ae7ea973af,01c103077eefed08
Train,Urban,1405,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1405.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1405.png,True,True,1024x1024,1024x1024,True,True,1,3,0,f99e5e192310c68d5b007c998207a665,000000e1eff8d1c8
Train,Urban,1406,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1406.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1406.png,True,True,1024x1024,1024x1024,True,True,1,6,0,9edd7e4ab366a7f082e952f2fcc818aa,e17173333ebcdc0c
Train,Urban,1407,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1407.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1407.png,True,True,1024x1024,1024x1024,True,True,1,3,0,d93edb14678d3722b1d65410da01be7f,723b3f3f3f1f8180
Train,Urban,1408,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1408.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1408.png,True,True,1024x1024,1024x1024,True,True,1,6,0,2dde1db05418087c5d2324d03a1f5f4e,70e0c8b97efee743
Train,Urban,1409,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1409.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1409.png,True,True,1024x1024,1024x1024,True,True,1,4,0,fe968b60161d48084eec011a282acb52,9ecfcf1f70f0600c
Train,Urban,1410,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1410.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1410.png,True,True,1024x1024,1024x1024,True,True,1,3,0,00b18c39239bac12e7a0e67e3aea0767,783b04c9cfe1f000
Train,Urban,1411,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1411.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1411.png,True,True,1024x1024,1024x1024,True,True,1,7,0,5d486c687f9d702f7eb88d144438433e,0eeefcfcf0940000
Train,Urban,1412,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1412.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1412.png,True,True,1024x1024,1024x1024,True,True,1,6,0,e342dccb9d5639220705fe5d42f28923,8ee7c3c78e4e8dc0
Train,Urban,1413,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1413.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1413.png,True,True,1024x1024,1024x1024,True,True,1,6,0,cb72bb8e979ffca7670a0c7b15e50b26,1000c0e0fbffffff
Train,Urban,1414,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1414.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1414.png,True,True,1024x1024,1024x1024,True,True,1,2,0,3e02caefb13f14e3d22cb3339c314d38,38fcfcfefefec000
Train,Urban,1415,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1415.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1415.png,True,True,1024x1024,1024x1024,True,True,1,6,0,8709bf5ec889cb1146cd0003394a099d,fffd000003037fbf
Train,Urban,1416,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1416.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1416.png,True,True,1024x1024,1024x1024,True,True,1,6,0,11da81317260a8643344f125f48c5edc,c78f0f0f46d7c771
Train,Urban,1417,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1417.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1417.png,True,True,1024x1024,1024x1024,True,True,1,3,0,e301494be813f04c78eeb4648b5016b5,0e5ec7069e401b1b
Train,Urban,1418,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1418.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1418.png,True,True,1024x1024,1024x1024,True,True,1,6,0,35d283fa6982a1984b46b0f0116118b6,c300f0f8fe7c0000
Train,Urban,1419,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1419.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1419.png,True,True,1024x1024,1024x1024,True,True,1,3,0,ef068659806e00dbe047d4b0687a8eb3,45d9016b9f1c1c0f
Train,Urban,1420,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1420.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1420.png,True,True,1024x1024,1024x1024,True,True,1,7,0,ee8c3b2f80f7870e8010ae611fd31ff9,f1e2cc307c9d0f07
Train,Urban,1421,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1421.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1421.png,True,True,1024x1024,1024x1024,True,True,3,6,0,745369bd1052acbb9add9b14fbc13d1f,313018fc0e4ec700
Train,Urban,1422,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1422.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1422.png,True,True,1024x1024,1024x1024,True,True,1,7,0,4846e6316f90113761aa4d719a23ad1a,02e38382460ff7f1
Train,Urban,1423,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1423.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1423.png,True,True,1024x1024,1024x1024,True,True,1,6,0,2f3a5bfe1d31ce7f413a58251ecb5ea6,1eb69f4f78f0e080
Train,Urban,1425,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1425.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1425.png,True,True,1024x1024,1024x1024,True,True,1,6,0,5bb3458a10ed42b2b9349fffdd7939b5,e6f3f4c414e00083
Train,Urban,1426,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1426.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1426.png,True,True,1024x1024,1024x1024,True,True,1,6,0,a5f8da2f713d8f886c8c102a5c6bbffe,070705073e78e263
Train,Urban,1428,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1428.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1428.png,True,True,1024x1024,1024x1024,True,True,1,3,0,7338178554ccb674e087c3e6ac20aefb,fefede07412203c0
Train,Urban,1429,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1429.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1429.png,True,True,1024x1024,1024x1024,True,True,1,7,0,9aee89605686425b3107a5d46cb2a88e,051e1f1f1f070f07
Train,Urban,1430,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1430.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1430.png,True,True,1024x1024,1024x1024,True,True,1,6,0,12767f180d2bef08c6b97f0cd8afc13b,1e3c9808808087ce
Train,Urban,1431,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1431.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1431.png,True,True,1024x1024,1024x1024,True,True,1,6,0,535a998d6c4ebca8b4de1deddd643977,ffdf818000211000
Train,Urban,1432,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1432.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1432.png,True,True,1024x1024,1024x1024,True,True,1,4,0,bee058d1c0abb56769474e99649de137,f3f3f989f076f060
Train,Urban,1433,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1433.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1433.png,True,True,1024x1024,1024x1024,True,True,1,3,0,d5e9c3bd86238de86fb2a96d23a7950a,7c1f0f430200c4cc
Train,Urban,1434,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1434.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1434.png,True,True,1024x1024,1024x1024,True,True,1,6,0,dab23bb767eae8e877a80bae56dd039e,000080840f1f3fb9
Train,Urban,1436,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1436.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1436.png,True,True,1024x1024,1024x1024,True,True,1,3,0,d3fd7547ed0a96110b095cc6b64c3e19,8c29a60c1c18f970
Train,Urban,1437,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1437.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1437.png,True,True,1024x1024,1024x1024,True,True,1,6,0,cfb84c1000739ebb5d9354bd59fe5bb8,636060f06045edf9
Train,Urban,1438,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1438.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1438.png,True,True,1024x1024,1024x1024,True,True,1,7,0,7fb610c3c419167cac20a34939bd60a5,b02061ffbe680430
Train,Urban,1439,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1439.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1439.png,True,True,1024x1024,1024x1024,True,True,0,6,0,893ba8b65bd91e49f5cad31c6d0525be,003f7f7e7870f1e1
Train,Urban,1440,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1440.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1440.png,True,True,1024x1024,1024x1024,True,True,1,3,0,662f8ec8143ad273959be4da6f4364e6,0620f0720f0fffff
Train,Urban,1441,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1441.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1441.png,True,True,1024x1024,1024x1024,True,True,1,4,0,a32ffe93b4a98b954096d01a55948d85,e0f3331c0c00e034
Train,Urban,1442,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1442.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1442.png,True,True,1024x1024,1024x1024,True,True,1,7,0,03d0298d903d66bd2ac9f28afb63befd,3b1970f1e1c4a0f0
Train,Urban,1443,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1443.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1443.png,True,True,1024x1024,1024x1024,True,True,1,6,0,f1608234cdb7add2e4a6bcb7d2a4be25,80000006c6c78f1c
Train,Urban,1444,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1444.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1444.png,True,True,1024x1024,1024x1024,True,True,1,6,0,6edd09d53195dd1b29e427caaa9e8e82,f0f7f3f300c04000
Train,Urban,1445,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1445.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1445.png,True,True,1024x1024,1024x1024,True,True,1,6,0,2dde30e5a20096dc145416ffcd913be0,1f1f3ec2c64233a1
Train,Urban,1447,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1447.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1447.png,True,True,1024x1024,1024x1024,True,True,1,6,0,beb209e97f391d8ede59fb89b8089a72,3c7c7141c0406042
Train,Urban,1448,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1448.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1448.png,True,True,1024x1024,1024x1024,True,True,1,5,0,4864aa8b731fadde6620d5517480c644,1f1f3e9f84f8b8e0
Train,Urban,1449,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1449.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1449.png,True,True,1024x1024,1024x1024,True,True,1,4,0,71a42d6a4ff0ef34b760d803a4308c45,000372dc7d79f118
Train,Urban,1450,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1450.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1450.png,True,True,1024x1024,1024x1024,True,True,1,7,0,84854ab56346dc18d24a95b564d3e7f4,e787850d08181c3c
Train,Urban,1451,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1451.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1451.png,True,True,1024x1024,1024x1024,True,True,1,3,0,d69a27d8eecafe3baef94ad3c7376a96,803103c7ce1cfffc
Train,Urban,1452,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1452.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1452.png,True,True,1024x1024,1024x1024,True,True,1,6,0,eac2b86a15739ecc893e28c7654a273c,fe7e3f3e3c342002
Train,Urban,1453,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1453.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1453.png,True,True,1024x1024,1024x1024,True,True,1,6,0,8095ef495843669dd41c3f69158484f1,bc97971b1b8b8003
Train,Urban,1454,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1454.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1454.png,True,True,1024x1024,1024x1024,True,True,1,6,0,06574f8aa292878f5f43d8067834a2b0,307f4402e68f6719
Train,Urban,1455,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1455.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1455.png,True,True,1024x1024,1024x1024,True,True,0,6,0,24e21da4a1ab5141d958eea5b7ba956d,00b4193ffffff8f8
Train,Urban,1456,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1456.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1456.png,True,True,1024x1024,1024x1024,True,True,1,6,0,1507552d370631dba5605c8df095e49d,0e0f9f0901400008
Train,Urban,1457,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1457.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1457.png,True,True,1024x1024,1024x1024,True,True,1,6,0,5d32b380b3beb1595c07ad62daa3c2ed,0d070000e0ffa3ff
Train,Urban,1459,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1459.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1459.png,True,True,1024x1024,1024x1024,True,True,1,3,0,ea0e14b300622409e867db5e8b0a7849,ff7f97830161d81a
Train,Urban,1460,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1460.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1460.png,True,True,1024x1024,1024x1024,True,True,1,5,0,d5cc21ba7cd5caa705c7ac3429060bc8,0003000607074fcf
Train,Urban,1461,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1461.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1461.png,True,True,1024x1024,1024x1024,True,True,1,5,0,d3440d876de3d91bdb4887659e7b3e43,0303030707e3f3c1
Train,Urban,1462,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1462.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1462.png,True,True,1024x1024,1024x1024,True,True,1,6,0,99c0e6e74ca90366a33f366ee2b9fcc6,0cc8f9f9f93c80e8
Train,Urban,1463,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1463.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1463.png,True,True,1024x1024,1024x1024,True,True,1,6,0,45fa550c8236ddcd456c02590c7fd8f5,0f030edbfff1f000
Train,Urban,1464,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1464.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1464.png,True,True,1024x1024,1024x1024,True,True,1,4,0,31d22f49191445d7270567163768bd1a,3e38fcf0c0ce0e06
Train,Urban,1465,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1465.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1465.png,True,True,1024x1024,1024x1024,True,True,1,7,0,1a95687ba7bafeb768f4f70ab49a5464,4c18f0fcf8a30767
Train,Urban,1468,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1468.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1468.png,True,True,1024x1024,1024x1024,True,True,1,6,0,3821f059101056d2bac60f728418c708,33200e2ee3de48e3
Train,Urban,1470,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1470.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1470.png,True,True,1024x1024,1024x1024,True,True,1,6,0,1b3a0a1da2df3644d6aaba763216c18a,47010101bf071f7f
Train,Urban,1471,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1471.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1471.png,True,True,1024x1024,1024x1024,True,True,1,6,0,d2b26daa8c8c387897f54895532c3f32,0e62e78c00039fff
Train,Urban,1472,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1472.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1472.png,True,True,1024x1024,1024x1024,True,True,1,4,0,818fa677f93a6e60b453b0a20c28c451,1e7e7cb8f8702266
Train,Urban,1473,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1473.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1473.png,True,True,1024x1024,1024x1024,True,True,1,3,0,76545dd9e8a82849e070a734cebf704e,c0f03f0000e46761
